name,model_year,color,fuel,origin,bi_license,gear_type,bi_glass,engine_power,speedometer,passenger_seat_no,bi_payment_option,status,previous_owner,bi_condition,bi_lock_system,bi_alert,bi_radio,bi_sunroof,bi_wheels,bi_seat_type,bi_cushion,price
سكودا اوكتافيا,2019,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500,34000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,107000
سكودا كاروك,2020,عدة الوان ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,100000.0,5,نقدا فقط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,169000
كيا برايد,2007,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,100000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,3,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,لا يوجد,فرش جلد,وسادة حماية هوائية,37000
فولكسفاجن جولف,2007,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,35000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,45000
سكودا رابيد,2018,بترولي ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,1400,40000.0,5,إمكانية التقسيط ,للبيع فقط ,1,مُكيّف,إغلاق مركزي,لا يوجد,لا يوجد,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,97000
فولكسفاجن بولو,2015,بني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200,102.0,5,نقدا فقط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,59000
سكودا اوكتافيا,2006,أبيض ,بنزين ,حكومي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,102.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,33000
هونداي اكسنت,2016,رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,80000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,63000
مازدا 3,2009,أبيض ,بنزين ,خصوصي ,نمرة صفراء ,اوتوماتيك ,الكتروني ,1600,65000.0,5,نقدا فقط ,للبيع فقط ,5,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,لا يوجد,لا يوجد,وسادة حماية هوائية,15000
اوبل استرا,2006,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,65000.0,5,إمكانية التقسيط ,للبيع فقط ,2,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,جنطات مغنيسيوم,فرش جلد,لا يوجد,35000
كيا اوبتيما,2013,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,127000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,75000
اوبل كاديت,1987,كرميدي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1300,127000.0,5,نقدا فقط ,للبيع فقط ,7,لا يوجد,لا يوجد,لا يوجد,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,لا يوجد,7500
اوبل فيكترا,1998,رمادي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600,55555555.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,لا يوجد,إغلاق مركزي,لا يوجد,لا يوجد,فتحة سقف,لا يوجد,لا يوجد,وسادة حماية هوائية,19500
كيا سورينتو,2021,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,55555555.0,6,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,223000
هونداي سانتافيه,2020,فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,21000.0,7,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,181500
سكودا اوكتافيا,2017,أصفر ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,2000,240000.0,5,إمكانية التقسيط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,250000
هونداي توسان,2018,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,240000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,127500
فولكسفاجن طوارق,2019,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3000,28000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,360000
سكودا كاروك,2020,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,100000.0,5,نقدا فقط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,152000
اوبل كورسا,2014,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,100000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,38000
فولكسفاجن t-roc,2019,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1500,85432.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,148000
سكودا اوكتافيا,2010,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,200000.0,5,إمكانية التقسيط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,لا يوجد,67000
فيات كيوبو,2018,سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1300,13000.0,5,نقدا فقط ,للبيع فقط ,1,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,لا يوجد,فرش جلد,لا يوجد,65000
كيا برايد,2013,أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,70000.0,5,نقدا فقط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,لا يوجد,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,52000
اوبل كورسا,2016,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,90.0,5,إمكانية التقسيط ,للبيع فقط ,2,مُكيّف,لا يوجد,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,53000
كيا سبورتاج,2019,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,93000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,117000
سكودا اوكتافيا,2018,سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,78000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,لا يوجد,لا يوجد,فتحة سقف,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,95000
نيسان كشكاي,2015,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200,90000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,80000
فولكسفاجن GTI,2019,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,11000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,165000
بي ام دبليو X5,2016,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3000,18765.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,290000
فولكسفاجن جولف,2011,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,230000.0,6,إمكانية التقسيط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,68000
فولكسفاجن كادي,2011,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,170000.0,7,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,لا يوجد,لا يوجد,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,لا يوجد,70000
سيت ليون,2018,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,50000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,95000
كيا ريو,2016,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,20000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,لا يوجد,فرش جلد,وسادة حماية هوائية,70000
شفروليه كروز,2011,خمري ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,138000.0,5,نقدا فقط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,35000
سوبارو عريض,1986,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600,0.0,5,نقدا فقط ,للبيع فقط ,10,لا يوجد,لا يوجد,لا يوجد,مسجل CD,لا يوجد,لا يوجد,لا يوجد,وسادة حماية هوائية,12500
سكودا اوكتافيا,2017,أسود ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,135000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,89999
بي ام دبليو 525,2007,فيراني ,بنزين ,خصوصي ,نمرة صفراء ,اوتوماتيك ,الكتروني ,2500,150000.0,5,إمكانية التقسيط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,36000
سيت ليون,2018,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,39000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,130000
كيا سبورتاج,2006,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2500,39000.0,5,إمكانية التقسيط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,35000
فولكسفاجن طوارق,2007,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3000,250000.0,7,إمكانية التقسيط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,فتحة سقف,لا يوجد,فرش جلد,لا يوجد,95000
فولكسفاجن بولو,2008,رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,250000.0,5,نقدا فقط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,37000
كيا سورينتو,2021,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,12000.0,7,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,205000
مرسيدس E280,2007,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3000,190.0,5,نقدا فقط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,95000
بيجو 406,1998,رصاصي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,190.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,22000
فولكسفاجن باسات,2017,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,190.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,170000
فيات كيوبو,2010,أحمر ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500,8.0,5,إمكانية التقسيط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,لا يوجد,فرش جلد,وسادة حماية هوائية,35000
